0.0,5.302999090598946579,0.0,1.0294927119494676196,0.0,0.0,-8.007868608200590884,-0.62155014883634711765,-8.262643810489773295,0.0,11.0392716169816665845,0.0,0.0,0.1707990568352090832,-10.433953201268805218,0.0,0.0,0.0,2.5094991076358091537,5.158158419659402979,0.0,0.0,-6.4692073678016989253,12.264660859245546603,0.0,12.564811085743279931,-11.085420526469135341,0.0,0.0,0.0,3.0618450052253902355,-0.98845735544423137626,0.0,-12.875275797435394815,0.0,0.0,0.0800685146373025588,5.975112823015592251,-5.7322512909448239283,-0.2718035128445673298,-5.586814469442232858,0.0,-7.2121986412961911284,-0.96892268942380720446,0.0,-2.7941104069811390329,0.0,-1.5736860791897131387,0.0,-10.357731134749137081,4.30322723726809741,-6.137379857867196106,0.0,2.3985721817097706654,0.0,0.0,1.4275671141347749079,4.3412192756204197415,0.0,-4.1850634154867334532,0.8791877938071881013,-2.5808188131743357479,1.8928682848135969111,-8.407653513681220501,14.496410240238211172,4.248502510744192426,0.0,-1.6737050904639017709,0.0,1.8771428219000714846,0.0,0.0,0.0,0.0,0.0,0.0,0.91015033111556930797,0.68137665528735073296,0.0,0.0,1.8709103521658069916,2.9364193254200527939,0.0,0.0,1.5792740960693288507,0.0,8.523951741390364225,0.0,0.0,0.0,-4.9544796601004716516,-8.1138287170332457085,5.106944860438003706,10.410106823441888976,0.0,1.8236304973181051371,4.1007324057592595555,4.9158766397040280813,2.378254732074072866,-8.752061209352240611
-0.45392942428588872739,0.0,0.53556220792233944286,0.0,0.0,-0.07854160666465767604,2.995673537254333274,-0.70342183113098155633,0.37204778194427490234,2.0646786242723464966,1.4204139411449434593,-1.0543167293071746826,2.4645889997482299805,0.0,1.1424416005611419678,0.0,0.23796606063842773438,0.082468628883361816406,0.033905625343322781662,0.0,1.2553074061870575506,0.0,0.0,1.0621882975101470392,0.0,-1.8414341211318969727,2.0484053827822208405,2.6807516217231749378,0.0,1.7010028362274169922,0.0,0.0,-0.57380378246307373047,-1.3334372937679290216,-0.8716698586940765242,-1.6873534917831420898,0.0,-0.14331197738647460938,0.0,0.0
1.8129798735761684877e-158,5.208877623539494155e-137,1.0,-1.0
