-2.128158582454966854e-15,0.0,-9.368368460393115913e-16,0.0,0.0,0.0,-1.72388113625005037e-15,0.0,0.0,0.0,0.0,0.0,0.0,-4.79126854452608279e-16,1.3475840065562828175e-15,0.0,1.9492549977502117203e-15,4.2401061509073149654e-16,-1.1048152701642170866e-15,-1.2911219379022771143e-15,1.8263061574706401511e-15,0.0,0.0,0.0,-2.0955092441822140598e-15,1.19840612982689414e-15,3.511657716119765098e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3393303034397882356e-15,-2.0142456856444906748e-15,0.0,0.0,-9.148172670615921873e-16,0.0,-1.333940667845001175e-15,-4.2388487986205477322e-17,0.0,-1.8741807684820697752e-15,0.0,0.0,-1.5010268601622329783e-15,0.0,2.1007898831752514333e-15,3.4603067602606113353e-16,4.6523532977866863547e-16,-1.152666602000024226e-18,-8.292634829827009374e-16,0.0,0.0,0.0,-7.598238884475397781e-16,0.0,0.0,0.0,0.0,6.592463257110764602e-16,-5.4285751738655154896e-16,0.0,0.0,-1.2716954198715515145e-15,6.883257897367230702e-16,-9.407066610114223073e-16,-2.365840684532597681e-15,0.0,-1.1985323218701170467e-18,0.0,-1.9906892622977865736e-15,0.0,0.0,-9.515246906224823461e-16,2.8145876832000019495e-15,0.0,0.0,0.0,6.83249167717759884e-16,2.1403790545029193142e-15,0.0,0.0,-7.2027756646965198845e-16,1.646073954089793568e-15,0.0,0.0,0.0,0.0,0.0,0.0,-1.4515406619180317752e-16,7.5100127280987791054e-16,0.0,-1.2965929344085032506e-15,0.0,-1.1125709042774860701e-15,0.0,0.0,0.0
-3.736542341578541604e-16,-2.391543027861241368e-16,0.0,1.3538181404247250583e-16,0.0,0.0,1.486239339736037698e-16,5.2156196741238361334e-16,0.0,0.0,0.0,6.1520249429024082928e-16,0.0,0.0,0.0,1.9588094905793502255e-16,2.8303528006634711286e-16,-6.666480090905715066e-17,1.2656965309580621776e-16,0.0,-1.05732767422932351625e-16,0.0,3.2002803663843635117e-16,0.0,3.9768825724823495348e-16,0.0,-8.61388029760891983e-17,-4.9343518868536335855e-16,-5.206027507604160535e-17,-3.1007188628857226556e-16,0.0,0.0,-3.7176535113450034965e-16,0.0,0.0,-1.4622054743141883204e-16,0.0,-4.4046505592289424314e-16,0.0,0.0
1.8825833758160172374e-16,1.0861992093604077932e-68,1.4734080229467294771e-78,-1.8821749714348356974e-16
